89,15,0,"If you are really looking for materialistic thing, better go there.","really looking materialistic thing , better go .",Positive
90,15,0,"If you are looking for hotel with friendly and helping environment, go to some other hotel.","looking hotel friendly helping environment , go hotel .",Positive
91,15,0,"Still giving 3 star for infrastructure they maintain.
",still giving 3 star infrastructure maintain .,Neutral
92,16,0,"
Though in outskirts of delhi, but very special place, with an excellent restaurent 64/7, a surprisingly all vegetarians.","though outskirts delhi , special place , excellent restaurent 64/7 , surprisingly vegetarians .",Positive
93,16,0,Hotel has some good facilities to leverage on stay.,hotel good facilities leverage stay .,Positive
94,16,0,"economical and sensible luxury stay
",economical sensible luxury stay,Positive
95,17,0,"
I had breakfast.",breakfast .,Neutral
96,17,2,"Great food, amazing variety and very tempting to eat it all.","great food , amazing variety tempting eat .",Positive
97,17,0,"The service is good, but could be faster.","service good , could faster .",Positive
98,17,0,"Plan for a 35-45 minutes time frame, if you wish to enjoy the food.
","plan 35-45 minutes time frame , wish enjoy food .",Positive
99,18,0,"
I booked this place for my parents and family members and paid advance with instructions to not take any payment from anyone despite my request the reception staff was so much bothered and ask me to pay at the time of check out it was really a huge embarrassment for guest I know almost all hotels in delhi NCr all five star hotels don't do such kind of thing but this play is pathetic
",booked place parents family members paid advance instructions take payment anyone despite request reception staff much bothered ask pay time check really huge embarrassment guest know almost hotels delhi ncr five star hotels n't kind thing play pathetic,Positive
100,19,0,"
The best thing about the hotel is it's vegetarian cuisine.",best thing hotel vegetarian cuisine .,Positive
101,19,0,Non vegetarian will be sad but the quality they serve is amazing.Rooms are good.,non vegetarian sad quality serve amazing.rooms good .,Positive
102,19,0,Batthroom looked a bit odd though.,batthroom looked bit odd though .,Negative
103,19,0,Staff was good.,staff good .,Positive
104,19,0,Location wise also I feel the hotel is good.,location wise also feel hotel good .,Positive
105,19,0,I would definitely suggest the hotel to every vegetarian tourists and ask mom vegetarians to give it a try.,would definitely suggest hotel every vegetarian tourists ask mom vegetarians give try .,Neutral
106,19,0,Pool side area is beautiful.,pool side area beautiful .,Positive
107,19,0,They serve you liquor and sheesha.,serve liquor sheesha .,Neutral
108,19,-1,a must visit place.,must visit place .,Neutral
109,19,0,"Music they play will force you too shake your booty. 
",music play force shake booty .,Neutral
110,20,0,"
I stayed at this hotel.",stayed hotel .,Neutral
111,20,0,Hotel provides a huge buffet with large variety.,hotel provides huge buffet large variety .,Positive
112,20,0,The important thing that they charge very less.,important thing charge less .,Positive
113,20,0,"Rooms are good, but while booking try to ask for pool side view.","rooms good , booking try ask pool side view .",Positive
114,20,0,Pool side restaurant is marvelous.,pool side restaurant marvelous .,Positive
115,20,0,Staff is good.,staff good .,Positive
116,20,0,"Rooms are good, Room service is also good but I was surprised that they do not keep bottle opener in the room.","rooms good , room service also good surprised keep bottle opener room .",Positive
117,20,0,Every time when you need to open the bottle they will send a boy to open it.,every time need open bottle send boy open .,Neutral
118,20,0,"If you open four bottle in different intervals than four time the boy will knock ur door.One thing is sure that every one will like its Veg Buffet.
",open four bottle different intervals four time boy knock ur door.one thing sure every one like veg buffet .,Positive
119,21,0,"
I went here for the office conference.",went office conference .,Neutral
120,21,0,The halls and the ambience is really remarkable.,halls ambience really remarkable .,Positive
121,21,0,It is very nice in every sense.,nice every sense .,Positive
122,21,0,"It is very good place to stay and enjoy good food.
",good place stay enjoy good food .,Positive
123,22,0,"
Best Buffet in Ghaziabad.",best buffet ghaziabad .,Positive
124,22,0,Good Ambience and very supportive staff.,good ambience supportive staff .,Positive
125,22,0,Spread in Lunch range from Continental to South Indian.,spread lunch range continental south indian .,Neutral
126,22,0,"Desserts were excellent.
",desserts excellent .,Positive
127,23,2,"
affordable.... pleasant.... awsumm...... nice location...... tasty food...... simply awsumm....... will be going there again for a meal
",affordable ... . pleasant ... . awsumm ... ... nice location ... ... tasty food ... ... simply awsumm ... ... . going meal,Positive
128,24,0,"
One of the best destination for marriages, receptions having ample rooms and parking area, Perfect location what else you need the most important thing is Food I can rate it the best vegetarian food ever had with all the latest styles and presentations.
","one best destination marriages , receptions ample rooms parking area , perfect location else need important thing food rate best vegetarian food ever latest styles presentations .",Positive
129,25,0,"
Reason of my tittle new life is because I got married in this hotel only and started my new life from here.",reason tittle new life got married hotel started new life .,Positive
130,25,0,"The experience was luxurious, warm, outstanding and everything was up to mark, It felt like we were at our home due to over whelming warmth and cooperation of hotel staff.","experience luxurious , warm , outstanding everything mark , felt like home due whelming warmth cooperation hotel staff .",Positive
131,25,0,"I really would take a minute and want to thank all of the hotel staff to make my big day so pleasant and memorable.
",really would take minute want thank hotel staff make big day pleasant memorable .,Positive
132,26,0,"
Hotel is very nice.",hotel nice .,Positive
133,26,0,Rooms are big.,rooms big .,Neutral
134,26,0,Breakfast are very good.,breakfast good .,Positive
135,26,0,Its a complete five star veg hotels.,complete five star veg hotels .,Positive
136,26,0,"Ambiance is nice and good hotel for family.
",ambiance nice good hotel family .,Positive
137,27,0,"
It was a wonderful experience to stay there..The most beautiful thing about this hotel is that it has a pure vegetarian restaurant...The food was awesome, no words to explain...Pasta was out of the world..Overall, It was very beautiful experience at country Inn..
","wonderful experience stay there..the beautiful thing hotel pure vegetarian restaurant ... food awesome , words explain ... pasta world..overall , beautiful experience country inn..",Positive
138,28,0,"
I've stayed here couple of times.",ve stayed couple times .,Neutral
139,28,0,You wanna why this is the worst hotel ever visited.,wan na worst hotel ever visited .,Negative
140,28,0,1.),1 . ),Neutral
141,28,0,not sure whether a.c. Will work or not2.),sure whether a.c. work not2 . ),Negative
142,28,0,"then further, staff will not listen to your complaints3.)",", staff listen complaints3 . )",Neutral
143,28,0,"if you are an early riser, do not remove curtains.","early riser , remove curtains .",Positive
144,28,0,Because dirty glasses of windows can spoil your mood.4.),dirty glasses windows spoil mood.4 . ),Negative
145,28,0,worst coffee shop ever visited with stale parties.5.),worst coffee shop ever visited stale parties.5 . ),Negative
146,28,0,"location is very bad tooToday disappointed.
",location bad tootoday disappointed .,Negative
147,29,2,"
What a food kudos chef ......... best options for Vegetarian Delight but they lack only in one thing that is standerd seems like you are dining in road side as too much rush seems a Machali Bazaar but never the less everything has been overcome by the delicious treat offered by the Chef.......Chef Muah........ Ma Ma Mia....
",food kudos chef ... ... ... best options vegetarian delight lack one thing standerd seems like dining road side much rush seems machali bazaar never less everything overcome delicious treat offered chef ... ... chef muah ... ... .. ma ma mia ... .,Positive
148,30,0,"
I would give 5 star rating in business budget hotels to this hotel.",would give 5 star rating business budget hotels hotel .,Neutral
149,30,0,I have been to this hotel several time.,hotel several time .,Neutral
150,30,0,and have enjoyed a lot with my friends.,enjoyed lot friends .,Positive
151,30,0,Good option for get together with friends when you don't have much budget in hand for party.,good option get together friends n't much budget hand party .,Positive
152,30,0,"Go and arrange the party in this hotel.
",go arrange party hotel .,Neutral
153,31,0,"
Last October I stayed for three nights in this nice hotel.The room was very complete, modern and nice decorated.Also the hotel and the room was very clean.One aspect you need to take into account, the different good restaurants in the hotel are only serving vegetarian food.So if you are eager to have meat for dinner, than I should choose another hotel.
","last october stayed three nights nice hotel.the room complete , modern nice decorated.also hotel room clean.one aspect need take account , different good restaurants hotel serving vegetarian food.so eager meat dinner , choose another hotel .",Positive
154,32,0,"
Although it's a 5 star hotel,they don't provide any 5 star service.","although 5 star hotel , n't provide 5 star service .",Neutral
155,32,0,Service is same as that is provided by an average 3 star hotel.,service provided average 3 star hotel .,Negative
156,32,0,Food is highly expensive and not up to the mark and taste is also not good.,food highly expensive mark taste also good .,Negative
157,32,0,"During my stay for two nights,I didn't receive any news paper to read or iron to press my cloths.","stay two nights , n't receive news paper read iron press cloths .",Neutral
158,32,0,"Breakfast is good though.
",breakfast good though .,Positive
159,33,0,"
Best 5 star veg hotel in ncr.",best 5 star veg hotel ncr .,Positive
160,33,0,Nice buffet diner with uncountable varieties.Room are very good size adequate.,nice buffet diner uncountable varieties.room good size adequate .,Positive
161,33,0,Pool side dinner not value for money.,pool side dinner value money .,Neutral
162,33,0,"Club is nice to visit
",club nice visit,Positive
163,34,1,"
We have been to CIS many times and buffet out there is huge and it's value for money.",cis many times buffet huge value money .,Positive
164,34,0,"They serve Indian, Chinese, continental, South Indian, Gujrati.","serve indian , chinese , continental , south indian , gujrati .",Neutral
165,34,2,This is only restaurant where I have seen such huge variety in buffet.,restaurant seen huge variety buffet .,Positive
166,34,0,I love their pasta counter and yummy chats.,love pasta counter yummy chats .,Positive
167,34,0,Best thing is there sweet section which is awesome.,best thing sweet section awesome .,Positive
168,34,0,"Cakes, puddings, Indian sweets, ice creams.","cakes , puddings , indian sweets , ice creams .",Neutral
169,34,0,I just can't have enough of it.,ca n't enough .,Neutral
170,34,0,"Staff is courteous and service is fast though you would like to go and see what all options a there.Only draw back is its vegetarian hotel.
",staff courteous service fast though would like go see options there.only draw back vegetarian hotel .,Positive
171,35,0,"
I was attending seminar conducted at country Inn, Sahibadab and after getting it over i have a lunch there and the taste of food and service was very appreciable..
","attending seminar conducted country inn , sahibadab getting lunch taste food service appreciable..",Positive
172,36,0,"
Country Inn & Suites by Carlson, Sahibabad is one of few 5 star hotels in Ghaziabad!","country inn & suites carlson , sahibabad one 5 star hotels ghaziabad !",Negative
173,36,2,I have visited it 2-3 times!,visited 2-3 times !,Neutral
174,36,0,It is located at a perfect location of Sahibabad.,located perfect location sahibabad .,Positive
175,36,2,The food is amazing here!,food amazing !,Positive
176,36,0,Also the rooms and service is also good!,also rooms service also good !,Positive
177,36,0,"Costly as it is a Five star.
",costly five star .,Neutral
178,37,0,"
In Ghaziabad it is one of the best options available, its proximity to Metro Station adds to the comfort.","ghaziabad one best options available , proximity metro station adds comfort .",Positive
179,37,0,The rooms are good but some are not that well maintained.,rooms good well maintained .,Positive
180,37,0,Take the rooms near the Elevator else you might have to walk a lot.,take rooms near elevator else might walk lot .,Positive
181,37,0,The staff are ok but you expect better from them.,staff ok expect better .,Positive
182,37,0,I have been here several times but this was once of the disappointing trips.,several times disappointing trips .,Negative
183,37,0,Felt they were not prepared to manage such a rush.,felt prepared manage rush .,Neutral
184,37,0,Especially I felt horrible during breakfast where in I had to struggle even to get water.,especially felt horrible breakfast struggle even get water .,Negative
185,37,0,"So I suggest if its a marriage season, check with hotel if they are overbooked and if they are then you might just avoid this.
","suggest marriage season , check hotel overbooked might avoid .",Neutral
186,38,2,"
The place is nice and serves tasty food.",place nice serves tasty food .,Positive
187,38,0,"It does not have the best 5 star restaurants in the capital but they aren't bad either and the food is fairly delicious
",best 5 star restaurants capital n't bad either food fairly delicious,Positive
188,39,0,"
best food in Country Inn & Suites by Carlson, Sahibabad recently had a good buffet lunch here & taste was just superb.","best food country inn & suites carlson , sahibabad recently good buffet lunch & taste superb .",Positive
189,39,0,"Totally satisfies with the service they offer.
",totally satisfies service offer .,Neutral
190,40,0,"
We stayed for a day at this place.",stayed day place .,Neutral
191,40,0,"As the check in was little delayed and it was our anniversary, the hotel treated us with a sumptuous cake!","check little delayed anniversary , hotel treated us sumptuous cake !",Negative
192,40,-1,We had buffet lunch in their restaurant.,buffet lunch restaurant .,Neutral
193,40,2,The spread of buffer kind of amazed me!,spread buffer kind amazed !,Positive
194,40,1,I am ready to bet that nobody can even taste all the dishes in one visit!,ready bet nobody even taste dishes one visit !,Positive
195,40,0,"The soups, starters, main course, cold drinks, juices, desserts are simply awesome!","soups , starters , main course , cold drinks , juices , desserts simply awesome !",Positive
196,40,-1,If you are lucky you might even spot an offer on some website!,lucky might even spot offer website !,Positive
197,40,-1,Worth each penny!,worth penny !,Positive
198,40,2,"Do visit on a special occasion for a hearty meal!
",visit special occasion hearty meal !,Positive
199,41,2,"
its totally veg resturent cleaniness is priorty here owner is jainpeople its on road side of sahibabad close to lot of shopping mall
",totally veg resturent cleaniness priorty owner jainpeople road side sahibabad close lot shopping mall,Neutral
200,42,0,"
To begin with let me put the expectations straight.",begin let put expectations straight .,Positive
201,42,0,I've only tried the breakfast buffet at this hotel and hence the rating provided here confines to those boundaries only.,ve tried breakfast buffet hotel hence rating provided confines boundaries .,Neutral
202,42,0,No way I'm commenting on the stay and comfort guidelines.Seldom do you find restaurants doing justice to its vegetarian audience and in case of Country Inn and Suites the experience will be beyond expectation.,way m commenting stay comfort guidelines.seldom find restaurants justice vegetarian audience case country inn suites experience beyond expectation .,Neutral
203,42,0,"They by far, serve the best breakfast buffets in NCR and the variety is countless.Reach out early, grab a seat and you are in for a mouth watering experience.","far , serve best breakfast buffets ncr variety countless.reach early , grab seat mouth watering experience .",Positive
204,42,0,"Thanks to my vegetarian wife, I for the first time in my life went to an expensive hotel that too to eat an all vegetarian meal and now it has become a biweekly event for me and my family.One point that I'd like the management to take care of is, maybe increase the number of chefs who are preparing breads as it becomes quite a chaotic situation when learned people are fighting and snatching paranthas from each other.Thumbs up to the management and the chefs who are the real stars.","thanks vegetarian wife , first time life went expensive hotel eat vegetarian meal become biweekly event family.one point d like management take care , maybe increase number chefs preparing breads becomes quite chaotic situation learned people fighting snatching paranthas other.thumbs management chefs real stars .",Positive
205,42,0,"Keep doing the good job you guys are already doing.Stay happy Stay blessed guys.
",keep good job guys already doing.stay happy stay blessed guys .,Positive
206,43,0,"
It's a very good option in all aspects.the hotel is very good along with the restaurant.",good option aspects.the hotel good along restaurant .,Positive
207,43,0,It's a pure veg hotel with a superb service and staff.,pure veg hotel superb service staff .,Positive
208,43,0,We have also booked this for our sister's wedding function and have come for dinner or lunch for on multiple occasions.,also booked sister wedding function come dinner lunch multiple occasions .,Neutral
209,43,0,"We have always found this superb.
",always found superb .,Positive
210,44,0,"
so gud hospitality, so cool environment, mind relaxing , food owesome, service need to improvement, overall full on paisa vasul
","gud hospitality , cool environment , mind relaxing , food owesome , service need improvement , overall full paisa vasul",Positive
211,45,-1,"
If you are vegetarian and stay in Ghaziabad for business or travel then this heaven for vegetarian peopleGreat dishes with original authentic taste and great varietyI was amazed how a vegetarian 4 star hotel is surviving but whenever I go there this place is busy all the time around the yearGreat place to do year end party with company colleagues if they would like to be veg on 31st Dec.
",vegetarian stay ghaziabad business travel heaven vegetarian peoplegreat dishes original authentic taste great varietyi amazed vegetarian 4 star hotel surviving whenever go place busy time around yeargreat place year end party company colleagues would like veg 31st dec .,Positive
212,46,2,"
Very Good RoomsGreat ServiceGood Vegeterian Food.They serve liquor but no non-veg food.Nice buffet spread...
",good roomsgreat servicegood vegeterian food.they serve liquor non-veg food.nice buffet spread ...,Positive
213,47,0,"
Overall poor in the standards of carlson.No smile reception and takes time to check in.Rooms are ok, but shower is below standards for any star hotel.","overall poor standards carlson.no smile reception takes time check in.rooms ok , shower standards star hotel .",Positive
214,47,0,Rusted hand shower.,rusted hand shower .,Neutral
215,47,0,Poor hot water flow.,poor hot water flow .,Negative
216,47,0,Will take time if real hot water required.Breakfast a large buffet in the basement.,take time real hot water required.breakfast large buffet basement .,Positive
217,47,-1,All veg.,veg .,Neutral
218,47,-1,Only.Dinner again in basement and quite a large buffet but compl.,only.dinner basement quite large buffet compl .,Positive
219,47,0,Quality just average but price is very high.,quality average price high .,Positive
220,47,-1,Not worth it.The whole complex in all areas sounds claustrophobic.,worth it.the whole complex areas sounds claustrophobic .,Negative
221,47,0,"Too much contained specially basement restaurant.Quite noisy in the room and poor sleep quality.Just for a night for business trip was ok ,if we don't get any other near by hotels.","much contained specially basement restaurant.quite noisy room poor sleep quality.just night business trip ok , n't get near hotels .",Positive
222,47,-1,Unable recommend this place due all aforesaid reason.,unable recommend place due aforesaid reason .,Negative
223,47,-1,Not for westerners as no non veg.,westerners non veg .,Neutral
224,47,0,"Food and overall way off quality. 
",food overall way quality .,Neutral
225,48,0,"
Very good for dining.",good dining .,Positive
226,48,0,Excellent food options.,excellent food options .,Positive
227,48,0,"Good ambient,, value for money.","good ambient , , value money .",Positive
228,48,0,"I frequently visit this restaurant for dinner both with family as well as with business partners.
",frequently visit restaurant dinner family well business partners .,Positive
229,49,0,"
The car parking stinksThe room has no minibar items in fridge and then they have audacity to check the minibar upon check out for any consumption.",car parking stinksthe room minibar items fridge audacity check minibar upon check consumption .,Neutral
230,49,0,.The wifi does not work and the wifi person comes after 30 minutes to fix and when couldn't get it working says your phone has a issue.,wifi work wifi person comes 30 minutes fix could n't get working says phone issue .,Neutral
231,49,0,Ok no worries but give me another option .The bedsheet has lipstick stains on them.,ok worries give another option bedsheet lipstick stains .,Positive
232,49,-1,Fine but the second day they forgot to place bath towels.,fine second day forgot place bath towels .,Positive
233,49,0,We came back late at 1 in the night and found out the we have no bath towels.Like i dont mind pointing out the flaws to the Manager the next day morning during check out but there is no way to do that as the Manager is busy with another manager ...All of the above was brought to the notice if night staff in Housekeepingand Reception but if there is no way of organising guest complaints how will you arrest the flaws.,came back late 1 night found bath towels.like dont mind pointing flaws manager next day morning check way manager busy another manager ... brought notice night staff housekeepingand reception way organising guest complaints arrest flaws .,Negative
234,49,2,"..Best of all is 2 cans of RedBull regular size costs INR 818 AILike really......
",..best 2 cans redbull regular size costs inr 818 ailike really ... ...,Positive
235,50,2,"
Very good Vegetarian restaurant has probably the best vegetarian buffet near Delhi Boarder.",good vegetarian restaurant probably best vegetarian buffet near delhi boarder .,Positive
236,50,0,They have different cuisine with a perfect test.,different cuisine perfect test .,Positive
237,50,0,"I am very frequent visitor with my family for dinner.
",frequent visitor family dinner .,Positive
238,51,-1,"
The atmosphere was amazing and cannot forget the tasty meals.Big rooms and very comfortable beds to sleep.
",atmosphere amazing forget tasty meals.big rooms comfortable beds sleep .,Positive
239,52,0,"
We arrived and the front desk staff were just awful did not make us feel welcome at all the rooms are nice food way over priced so if staying there go out to eat and drink they have a nice pool and pool area and the staff at the pool are very helpful
",arrived front desk staff awful make us feel welcome rooms nice food way priced staying go eat drink nice pool pool area staff pool helpful,Positive
240,53,2,"
Its a good place for vegetarian people..Lot of variety n options :)Buffet has lot of vegetarian snacks n main drinks.No option for non veg food in the buffet.Stay is comfortable.Good cakes n pastries.
",good place vegetarian people..lot variety n options : ) buffet lot vegetarian snacks n main drinks.no option non veg food buffet.stay comfortable.good cakes n pastries .,Positive
241,54,-1,"
That's an awsome place specialty at buffet.We had a lot of fun eating different types of food.One must visit there.
",awsome place specialty buffet.we lot fun eating different types food.one must visit .,Positive
242,55,0,"
It was a a nice oyo rooms jaipuria mall society and under cc tv building and everyone styaing staff verry nice and no problem
",nice oyo rooms jaipuria mall society cc tv building everyone styaing staff verry nice problem,Positive
243,56,0,"
We enjoyed visiting Tatwa Restaurant at The Country Inn Sahibabad.",enjoyed visiting tatwa restaurant country inn sahibabad .,Positive
